participant,age,block,trial,lane,is_multi_lane,time_difference_ms,early_late,points,feedback,error_type,keys_pressed,correct_keys,num_presses,had_incorrect_press,first_incorrect_ms
20965752,24,pretest,1,v,FALSE,452.69,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,2,v,FALSE,352.09,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,3,b,FALSE,318.24,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,4,n,FALSE,1504.51,Miss,-2,Miss!,timeout,,n,0,FALSE,
20965752,24,pretest,5,v,FALSE,415.38,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,6,v,FALSE,334.11,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,7,n,FALSE,1507.27,Miss,-2,Miss!,timeout,,n,0,FALSE,
20965752,24,pretest,8,b,FALSE,469.46,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,9,b,FALSE,300.94,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,10,v,FALSE,365.58,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,11,m,FALSE,430.09,Good,2,Good,,m,m,1,FALSE,
20965752,24,pretest,12,v,FALSE,395.49,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,13,b,FALSE,349.41,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,14,b,FALSE,674.62,Late,1,Late,,b,b,1,FALSE,
20965752,24,pretest,15,b,FALSE,284.28,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,16,v,FALSE,517.12,Late,1,Late,,v,v,1,FALSE,
20965752,24,pretest,17,n,FALSE,1502.19,Miss,-2,Miss!,timeout,,n,0,FALSE,
20965752,24,pretest,18,m,FALSE,464.3,Good,2,Good,,m,m,1,FALSE,
20965752,24,pretest,19,b,FALSE,380.89,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,20,n,FALSE,1509.77,Miss,-2,Miss!,timeout,,n,0,FALSE,
20965752,24,pretest,21,n,FALSE,1511.04,Miss,-2,Miss!,timeout,,n,0,TRUE,664.35
20965752,24,pretest,22,n,FALSE,1508.05,Miss,-2,Miss!,timeout,,n,0,TRUE,538.57
20965752,24,pretest,23,m,FALSE,545.01,Late,1,Late,,m,m,1,FALSE,
20965752,24,pretest,24,m,FALSE,447.36,Good,2,Good,,m,m,1,FALSE,
20965752,24,pretest,25,m,FALSE,365.02,Good,2,Good,,m,m,1,FALSE,
20965752,24,pretest,26,v,FALSE,369.69,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,27,n,FALSE,1512.42,Miss,-2,Miss!,timeout,,n,0,FALSE,
20965752,24,pretest,28,v,FALSE,400.38,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,29,b,FALSE,433.78,Good,2,Good,,b,b,1,TRUE,351.0
20965752,24,pretest,30,b,FALSE,332.17,Good,2,Good,,b,b,1,FALSE,
20965752,24,pretest,31,v,FALSE,381.9,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,32,v,FALSE,382.99,Good,2,Good,,v,v,1,FALSE,
20965752,24,pretest,33,n,FALSE,1511.95,Miss,-2,Miss!,timeout,,n,0,FALSE,
