participant,age,block,trial,lane,is_multi_lane,time_difference_ms,early_late,points,feedback,error_type,keys_pressed,correct_keys,num_presses,had_incorrect_press,first_incorrect_ms
20717429,21,pretest,1,n,FALSE,1511.27,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,2,b,FALSE,350.57,Good,2,Good,,b,b,1,FALSE,
20717429,21,pretest,3,v,FALSE,415.85,Good,2,Good,,v,v,1,FALSE,
20717429,21,pretest,4,m,FALSE,365.87,Good,2,Good,,m,m,1,FALSE,
20717429,21,pretest,5,b,FALSE,1504.79,Miss,-2,Miss!,timeout,,b,0,FALSE,
20717429,21,pretest,6,n,FALSE,1512.18,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,7,m,FALSE,397.99,Good,2,Good,,m,m,1,FALSE,
20717429,21,pretest,8,v,FALSE,403.02,Good,2,Good,,v,v,1,FALSE,
20717429,21,pretest,9,v,FALSE,395.94,Good,2,Good,,v,v,1,TRUE,281.24
20717429,21,pretest,10,b,FALSE,282.74,Good,2,Good,,b,b,1,FALSE,
20717429,21,pretest,11,m,FALSE,349.05,Good,2,Good,,m,m,1,FALSE,
20717429,21,pretest,12,b,FALSE,232.87,Good,2,Good,,b,b,1,FALSE,
20717429,21,pretest,13,n,FALSE,1509.77,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,14,n,FALSE,1510.85,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,15,n,FALSE,1502.03,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,16,v,FALSE,365.1,Good,2,Good,,v,v,1,FALSE,
20717429,21,pretest,17,v,FALSE,377.91,Good,2,Good,,v,v,1,FALSE,
20717429,21,pretest,18,n,FALSE,1514.81,Miss,-2,Miss!,timeout,,n,0,FALSE,
20717429,21,pretest,19,v,FALSE,366.03,Good,2,Good,,v,v,1,FALSE,
20717429,21,pretest,20,n,FALSE,1515.97,Miss,-2,Miss!,timeout,,n,0,FALSE,
